actor_id,revenue,revenue_year,employees,sector,market_index
OC_ACTOR_11948,3274300000.0,2020.0,10100.0,,NULL
OC_ACTOR_11991,5900000300.0,2020.0,27000.0,,NULL
OC_ACTOR_12037,23400000000.0,2021.0,79000.0,,NULL
OC_ACTOR_12042,15500000000.0,2021.0,37779.0,,NULL
OC_ACTOR_12052,11500000000.0,2020.0,18300.0,Metal products manufacturing,NULL
OC_ACTOR_12088,,2020.0,,Construction,NULL
OC_ACTOR_12090,7500000300.0,2020.0,12257.0,,NULL
OC_ACTOR_12095,66500000000.0,,117628.0,Chemicals,NULL
OC_ACTOR_12108,46718000000.0,2020.0,106000.0,Biotech & pharma,NULL
OC_ACTOR_12110,19100000000.0,2020.0,19193.0,,NULL
OC_ACTOR_12119,18100000000.0,,52100.0,,NULL
OC_ACTOR_12144,17400000000.0,2020.0,70093.0,,NULL
OC_ACTOR_12160,8566000000.0,,20654.0,,NULL
OC_ACTOR_12161,,2016.0,,,NULL
OC_ACTOR_12200,9700000000.0,2018.0,48000.0,,NULL
OC_ACTOR_12204,43638000000.0,2020.0,125000.0,Discretionary retail,NULL
OC_ACTOR_12230,11987000000.0,2020.0,19721.0,,NULL
OC_ACTOR_12232,45800000000.0,2020.0,60644.0,,NULL
OC_ACTOR_12273,14377900000.0,2020.0,7400.0,Biotech & pharma,NULL
OC_ACTOR_12367,116600000000.0,2021.0,133778.0,Transportation equipment,NULL
OC_ACTOR_12390,15800001000.0,2020.0,59650.0,,NULL
OC_ACTOR_12424,10800000000.0,2020.0,36000.0,,NULL
OC_ACTOR_12435,42500000000.0,,130500.0,Construction,NULL
OC_ACTOR_12444,271600000000.0,2020.0,70100.0,,NULL
OC_ACTOR_12461,4739999700.0,2020.0,,,NULL
OC_ACTOR_12487,14400000000.0,,17492.0,,NULL
OC_ACTOR_12505,10700000000.0,2021.0,64294.0,,NULL
OC_ACTOR_12512,33000000000.0,2021.0,59989.0,Tobacco,NULL
OC_ACTOR_12537,3400000000.0,,4700.0,,NULL
OC_ACTOR_12548,29097000000.0,2021.0,105300.0,"Media, telecommunications & data center services",NULL
OC_ACTOR_12580,41100000000.0,,24000.0,,NULL
OC_ACTOR_12583,11900000000.0,,19000.0,,NULL
OC_ACTOR_12588,5699999700.0,,78395.0,,NULL
OC_ACTOR_12648,8700000000.0,2017.0,64000.0,Entertainment facilities,NULL
OC_ACTOR_12678,8300000300.0,,19000.0,Food & beverage processing,NULL
OC_ACTOR_12682,11200000000.0,2019.0,25975.0,,NULL
OC_ACTOR_12683,6099999700.0,2021.0,12694.0,,NULL
OC_ACTOR_12700,15809000000.0,2020.0,219314.0,,NULL
OC_ACTOR_12704,5000000000.0,2020.0,8484.0,,NULL
OC_ACTOR_12755,149700000000.0,2021.0,49500.0,,NULL
OC_ACTOR_12767,9879000000.0,2020.0,41430.0,Food & beverage processing,NULL
OC_ACTOR_12770,20900000000.0,2020.0,102000.0,,NULL
OC_ACTOR_12776,83000000000.0,2021.0,321383.0,Convenience retail,NULL
OC_ACTOR_12779,18600000000.0,2020.0,52635.0,,NULL
OC_ACTOR_12835,23900000000.0,2020.0,100000.0,Other services,NULL
OC_ACTOR_12850,1100000000.0,2021.0,1610.0,"Trading, wholesale, distribution, rental & leasing",NULL
OC_ACTOR_12863,13500000000.0,2021.0,40640.0,,NULL
OC_ACTOR_12869,28900000000.0,2021.0,26758.0,Thermal power generation,NULL
OC_ACTOR_12885,9200000000.0,2021.0,32535.0,Energy utility networks,NULL
OC_ACTOR_12889,9799999000.0,2021.0,77500.0,,NULL
OC_ACTOR_12909,17200001000.0,2021.0,,,NULL
OC_ACTOR_12910,17700000000.0,2021.0,,,NULL
OC_ACTOR_12929,140100000000.0,2021.0,48200.0,,NULL
OC_ACTOR_12949,35700000000.0,,119394.0,,NULL
OC_ACTOR_12952,36600000000.0,,155606.0,,NULL
OC_ACTOR_12953,21800000000.0,,26852.0,,NULL
OC_ACTOR_12955,4700000300.0,2020.0,19816.0,,NULL
OC_ACTOR_12968,4499999700.0,2021.0,14600.0,,NULL
OC_ACTOR_13008,51600000000.0,2021.0,75900.0,IT & software development,NULL
OC_ACTOR_13012,3200000000.0,,8400.0,,NULL
OC_ACTOR_13028,38200000000.0,2020.0,30000.0,,NULL
OC_ACTOR_13115,6099999700.0,2021.0,8800.0,,NULL
OC_ACTOR_13123,10900000000.0,2021.0,7960.0,,NULL
OC_ACTOR_13135,28100000000.0,,63499.0,Powered machinery,NULL
OC_ACTOR_13137,33600000000.0,2019.0,18703.0,,NULL
OC_ACTOR_13150,13449000000.0,2020.0,25765.0,Food & beverage processing,NULL
OC_ACTOR_13151,26300000000.0,2021.0,229871.0,,NULL
OC_ACTOR_13152,7900000300.0,,29427.0,,NULL
OC_ACTOR_13179,16800000000.0,2021.0,292500.0,,NULL
OC_ACTOR_13184,17421000000.0,2021.0,33800.0,,NULL
OC_ACTOR_13197,2700000000.0,2020.0,12234.0,,NULL
OC_ACTOR_13198,10800000000.0,,28339.0,,NULL
OC_ACTOR_13225,16400000000.0,2020.0,28740.0,,NULL
OC_ACTOR_13240,31700000000.0,2021.0,250000.0,,NULL
OC_ACTOR_13260,10400000000.0,,18000.0,,NULL
OC_ACTOR_13301,8300000300.0,,9000.0,,NULL
OC_ACTOR_13312,49800000000.0,2020.0,241458.0,Light manufacturing,NULL
OC_ACTOR_13371,16700000000.0,2020.0,21000.0,,NULL
OC_ACTOR_13444,28100000000.0,2021.0,80300.0,,NULL
OC_ACTOR_13460,11000001000.0,2021.0,,,NULL
OC_ACTOR_13474,11800001000.0,2021.0,21000.0,,NULL
OC_ACTOR_13488,22600000000.0,2021.0,61615.0,,NULL
OC_ACTOR_13509,268700000000.0,2020.0,290000.0,Medical equipment & supplies,NULL
OC_ACTOR_13530,12900000000.0,2020.0,38051.0,Print & publishing services,NULL
OC_ACTOR_13532,8999999000.0,2030.0,,Biotech & pharma,NULL
OC_ACTOR_13533,23500000000.0,2020.0,76484.0,Electrical & electronic equipment,NULL
OC_ACTOR_13534,193000000000.0,2020.0,301000.0,Transportation equipment,NULL
OC_ACTOR_13539,,,,,NULL
OC_ACTOR_13541,40000000000.0,2020.0,44947.0,,NULL
OC_ACTOR_13562,28303000000.0,2020.0,102449.0,Food & beverage processing,NULL
OC_ACTOR_13571,4499999700.0,,19361.0,,NULL
OC_ACTOR_13588,11399999000.0,,65000.0,,NULL
OC_ACTOR_13635,92154000000.0,2020.0,165000.0,,NULL
OC_ACTOR_13643,45100000000.0,2021.0,91000.0,Air transport,NULL
OC_ACTOR_13646,8800000000.0,2017.0,,,NULL
OC_ACTOR_13661,9600000000.0,2020.0,66400.0,Web & marketing services,NULL
OC_ACTOR_13679,3700000000.0,,6775.0,,NULL
OC_ACTOR_13681,70900000000.0,2017.0,499461.0,,NULL
OC_ACTOR_13682,90135000000.0,,210533.0,"Media, telecommunications & data center services",NULL
OC_ACTOR_13700,16800000000.0,2021.0,28150.0,Food & beverage processing,NULL
OC_ACTOR_13750,12999999000.0,2020.0,42185.0,,NULL
OC_ACTOR_13771,974000000.0,,3909.0,,NULL
OC_ACTOR_13779,3700000000.0,2021.0,13100.0,,NULL
OC_ACTOR_13798,7100000300.0,,24000.0,,NULL
OC_ACTOR_13799,41800000000.0,2020.0,36500.0,,NULL
OC_ACTOR_13806,7400000000.0,,56000.0,,NULL
OC_ACTOR_13828,10084000000.0,,22174.0,Chemicals,NULL
OC_ACTOR_13850,35700000000.0,2021.0,35000.0,,NULL
OC_ACTOR_13874,46861000000.0,2021.0,78948.0,Renewable power generation,NULL
OC_ACTOR_13875,2600000000.0,2021.0,8337.0,,NULL
OC_ACTOR_13907,27100000000.0,2020.0,73053.0,,NULL
OC_ACTOR_13918,20900000000.0,2020.0,101000.0,,NULL
OC_ACTOR_13919,10500000000.0,2021.0,13300.0,Discretionary retail,NULL
OC_ACTOR_13979,14906300000.0,2020.0,50200.0,,NULL
OC_ACTOR_14000,22100000000.0,2021.0,15157.0,,NULL
OC_ACTOR_14038,79821000000.0,2020.0,164727.0,,NULL
OC_ACTOR_14058,16141000000.0,2021.0,11660.0,Renewable power generation,NULL
OC_ACTOR_14083,20900000000.0,,72500.0,,NULL
OC_ACTOR_14087,6099999700.0,2021.0,10683.0,,NULL
OC_ACTOR_14114,13311000000.0,2020.0,51798.0,Electrical & electronic equipment,NULL
OC_ACTOR_14172,17999999000.0,2021.0,88000.0,,NULL
OC_ACTOR_14201,11800001000.0,2020.0,,,NULL
OC_ACTOR_14203,37500000000.0,2020.0,11300.0,,NULL
OC_ACTOR_14204,22300000000.0,,23293.0,,NULL
OC_ACTOR_14219,89907000000.0,2020.0,68253.0,Energy utility networks,NULL
OC_ACTOR_14259,67220000000.0,2021.0,171103.0,Thermal power generation,NULL
OC_ACTOR_14264,72500000000.0,2020.0,32053.0,Oil & gas processing,NULL
OC_ACTOR_14335,5500000300.0,2021.0,3904.0,"Media, telecommunications & data center services",NULL
OC_ACTOR_14336,60300000000.0,2020.0,21412.0,Oil & gas processing,NULL
OC_ACTOR_14346,23795000000.0,2019.0,99417.0,Electrical & electronic equipment,NULL
OC_ACTOR_14375,19500000000.0,,152954.0,,NULL
OC_ACTOR_14377,13799999000.0,2021.0,47700.0,,NULL
OC_ACTOR_14380,15800001000.0,2020.0,48000.0,,NULL
OC_ACTOR_14459,14700000000.0,,32423.0,Chemicals,NULL
OC_ACTOR_14496,256000000000.0,2022.0,74900.0,,NULL
OC_ACTOR_14505,70000000000.0,2020.0,,,NULL
OC_ACTOR_14541,20500000000.0,2021.0,56523.0,,NULL
OC_ACTOR_14560,69700000000.0,2021.0,239000.0,,NULL
OC_ACTOR_14580,6800000000.0,2020.0,18116.0,Construction,NULL
OC_ACTOR_14683,4600000000.0,2020.0,6400.0,,NULL
OC_ACTOR_14710,155000000000.0,2020.0,190000.0,,NULL
OC_ACTOR_14731,6099999700.0,2020.0,8191.0,,NULL
OC_ACTOR_14801,21700000000.0,2020.0,72332.0,Electrical & electronic equipment,NULL
OC_ACTOR_14804,13500000000.0,,51712.0,Print & publishing services,NULL
OC_ACTOR_14805,35700000000.0,2021.0,132138.0,IT & software development,NULL
OC_ACTOR_14860,18600000000.0,2021.0,6386.0,,NULL
OC_ACTOR_14872,16400000000.0,2020.0,129000.0,,NULL
OC_ACTOR_14905,14100000000.0,,43000.0,,NULL
OC_ACTOR_14918,99900000000.0,2020.0,205000.0,Powered machinery,NULL
OC_ACTOR_14919,16999999000.0,2020.0,35000.0,Food & beverage processing,NULL
OC_ACTOR_14920,122000000000.0,2021.0,,,NULL
OC_ACTOR_14976,22600000000.0,2021.0,11800.0,,NULL
OC_ACTOR_14983,6200000000.0,2019.0,14969.0,,NULL
OC_ACTOR_14992,43073000000.0,2020.0,99437.0,Biotech & pharma,NULL
OC_ACTOR_15279,6000000000.0,2020.0,11083.0,,NULL
OC_ACTOR_15284,83600000000.0,2020.0,,,NULL
OC_ACTOR_15287,8200000000.0,2020.0,34263.0,,NULL
OC_ACTOR_15298,15200000000.0,,138000.0,,NULL
OC_ACTOR_15355,24814000000.0,2020.0,11900.0,Discretionary retail,NULL
OC_ACTOR_15383,21700000000.0,2021.0,55000.0,,NULL
OC_ACTOR_15445,9700000000.0,2019.0,119000.0,,NULL
OC_ACTOR_15466,10800000000.0,2020.0,55047.0,,NULL
OC_ACTOR_15469,26800001000.0,2021.0,80425.0,,NULL
OC_ACTOR_15494,22513000000.0,2021.0,52450.0,,NULL
OC_ACTOR_15496,10000000000.0,,19000.0,,NULL
OC_ACTOR_15506,7699999700.0,,15417.0,,NULL
OC_ACTOR_15516,111454000000.0,2020.0,,,NULL
OC_ACTOR_15536,9500000000.0,,173000.0,,NULL
OC_ACTOR_15539,18600000000.0,,23555.0,,NULL
OC_ACTOR_15547,82000000000.0,2021.0,,Electrical & electronic equipment,NULL
OC_ACTOR_15566,28000000000.0,2020.0,6.0,,NULL
OC_ACTOR_15573,1800000000.0,,,Paper products & packaging,NULL
OC_ACTOR_15581,172800000000.0,2021.0,1000000.0,,NULL
OC_ACTOR_15583,142400000000.0,2020.0,219722.0,,NULL
OC_ACTOR_15588,36700000000.0,2021.0,113000.0,,NULL
OC_ACTOR_15603,9500000000.0,,18800.0,Food & beverage processing,NULL
OC_ACTOR_15666,5000000000.0,,55000.0,,NULL
OC_ACTOR_15681,31900000000.0,2021.0,,,NULL
OC_ACTOR_15694,40783000000.0,2020.0,34306.0,Thermal power generation,NULL
OC_ACTOR_15701,,2020.0,,,NULL
OC_ACTOR_15753,3600000000.0,2020.0,7700.0,,NULL
OC_ACTOR_15784,20500000000.0,2021.0,32300.0,Tobacco,NULL
OC_ACTOR_15821,31584000000.0,2020.0,176611.0,,NULL
OC_ACTOR_15837,12804000000.0,2020.0,204107.0,IT & software development,NULL
OC_ACTOR_15862,12500000000.0,2020.0,56079.0,,NULL
OC_ACTOR_15876,12199999000.0,2021.0,3117.0,,NULL
OC_ACTOR_15904,75700000000.0,2022.0,110800.0,,NULL
OC_ACTOR_15924,28548000000.0,2020.0,66034.0,,NULL
OC_ACTOR_15925,76500000000.0,2021.0,383800.0,,NULL
OC_ACTOR_15927,5100000300.0,2019.0,13600.0,Chemicals,NULL
OC_ACTOR_15931,22100000000.0,,51000.0,Paper products & packaging,NULL
OC_ACTOR_15938,10200001000.0,2021.0,54300.0,,NULL
OC_ACTOR_15948,6784000000.0,2021.0,9400.0,IT & software development,NULL
OC_ACTOR_15962,7299999700.0,,20054.0,,NULL
OC_ACTOR_16009,5500000300.0,2006.0,26147.0,,NULL
OC_ACTOR_16036,36831000000.0,2020.0,111900.0,Convenience retail,NULL
OC_ACTOR_16054,12999999000.0,2022.0,48000.0,,NULL
OC_ACTOR_16063,13600000000.0,2020.0,34003.0,,NULL
OC_ACTOR_16064,20000000000.0,2020.0,61975.0,,NULL
OC_ACTOR_16073,51800000000.0,2021.0,242000.0,,NULL
OC_ACTOR_16092,20900000000.0,,115428.0,,NULL
OC_ACTOR_16128,82800000000.0,2021.0,132200.0,Biotech & pharma,NULL
OC_ACTOR_16129,24100000000.0,2021.0,104000.0,,NULL
OC_ACTOR_16131,,2021.0,,,NULL
OC_ACTOR_16156,11000001000.0,,11619.0,,NULL
OC_ACTOR_16207,2900000000.0,2021.0,7040.0,,NULL
OC_ACTOR_16208,13700000000.0,2020.0,33603.0,Chemicals,NULL
OC_ACTOR_16226,15000001000.0,2017.0,35691.0,,NULL
OC_ACTOR_16255,13500000000.0,2020.0,31000.0,Food & beverage processing,NULL
OC_ACTOR_16270,17778000000.0,2020.0,38068.0,,NULL
OC_ACTOR_16271,8099999700.0,2021.0,26000.0,,NULL
OC_ACTOR_16273,12065000000.0,2020.0,25168.0,Convenience retail,NULL
OC_ACTOR_16276,11200000000.0,2018.0,25500.0,,NULL
OC_ACTOR_16299,18800001000.0,2020.0,40000.0,,NULL
OC_ACTOR_16313,14900000000.0,2021.0,77300.0,Discretionary retail,NULL
OC_ACTOR_16315,5215000000.0,2021.0,15000.0,Other materials,NULL
OC_ACTOR_16317,11300000000.0,,30506.0,,NULL
OC_ACTOR_16318,17918546.0,2020.0,31151.0,Food & beverage processing,NULL
OC_ACTOR_16355,20000000000.0,2021.0,122000.0,,NULL
OC_ACTOR_16360,23200000000.0,2021.0,61908.0,,NULL
OC_ACTOR_16364,11100000000.0,2020.0,59825.0,,NULL
OC_ACTOR_16372,6155000000.0,2020.0,11248.0,"Media, telecommunications & data center services",NULL
OC_ACTOR_16417,21048000000.0,2020.0,83161.0,,NULL
OC_ACTOR_16431,14700000000.0,2020.0,,,NULL
OC_ACTOR_16474,3900000000.0,,7600.0,,NULL
OC_ACTOR_16498,20800000000.0,2021.0,44332.0,,NULL
OC_ACTOR_16502,11900000000.0,2020.0,50000.0,Entertainment facilities,NULL
OC_ACTOR_16505,10100000000.0,2020.0,41729.0,,NULL
OC_ACTOR_16560,7411999700.0,2020.0,34955.0,Metal products manufacturing,NULL
OC_ACTOR_16566,11000001000.0,2021.0,,,NULL
OC_ACTOR_16567,51800000000.0,2020.0,57000.0,Electrical & electronic equipment,NULL
OC_ACTOR_16583,24600000000.0,,20162.0,,NULL
OC_ACTOR_16584,52500000000.0,,40110.0,Electrical & electronic equipment,NULL
OC_ACTOR_16586,5200000000.0,2019.0,172.0,,NULL
OC_ACTOR_16592,11500000000.0,2021.0,20200.0,"Media, telecommunications & data center services",NULL
OC_ACTOR_16669,16999999000.0,2020.0,62940.0,,NULL
OC_ACTOR_16714,5100000300.0,,32873.0,,NULL
OC_ACTOR_16722,33436000000.0,2020.0,87974.0,,NULL
OC_ACTOR_16742,72100000000.0,2020.0,320000.0,Discretionary retail,NULL
OC_ACTOR_16755,40800002000.0,,138353.0,Air transport,NULL
OC_ACTOR_16762,4000000000.0,2021.0,19000.0,,NULL
OC_ACTOR_16773,10000000000.0,,137284.0,,NULL
OC_ACTOR_16774,60100000000.0,,32680.0,,NULL
OC_ACTOR_16826,61787000000.0,2021.0,85375.0,Marine transport,NULL
OC_ACTOR_16839,39400000000.0,2021.0,165000.0,,NULL
OC_ACTOR_16849,14510000000.0,2020.0,240000.0,,NULL
OC_ACTOR_16921,20400001000.0,2020.0,28000.0,,NULL
OC_ACTOR_16955,13100000000.0,2021.0,78743.0,Convenience retail,NULL
OC_ACTOR_16964,21000000000.0,2020.0,174000.0,,NULL
OC_ACTOR_16972,2700000000.0,,5633.0,,NULL
OC_ACTOR_16982,16999999000.0,2020.0,18600.0,Specialized professional services,NULL
OC_ACTOR_17019,5299999700.0,2021.0,12400.0,,NULL
OC_ACTOR_17024,20800000000.0,2021.0,205000.0,,NULL
OC_ACTOR_17036,224900000000.0,,80000.0,,NULL
OC_ACTOR_17067,11500000000.0,2021.0,17608.0,Food & beverage processing,NULL
OC_ACTOR_17086,47900000000.0,2021.0,71000.0,,NULL
OC_ACTOR_17116,29800000000.0,,97606.0,,NULL
OC_ACTOR_17127,3000000000.0,2020.0,16200.0,,NULL
OC_ACTOR_17137,12000000000.0,2020.0,70000.0,Entertainment facilities,NULL
OC_ACTOR_17148,27000000000.0,2020.0,121300.0,,NULL
OC_ACTOR_17155,125843000000.0,2020.0,144000.0,,NULL
OC_ACTOR_17222,34100000000.0,2021.0,72020.0,Chemicals,NULL
OC_ACTOR_17223,140800000000.0,2020.0,79994.0,,NULL
OC_ACTOR_17224,41300000000.0,2019.0,145817.0,Electrical & electronic equipment,NULL
OC_ACTOR_17225,11200000000.0,2019.0,9439.0,,NULL
OC_ACTOR_17227,12500000000.0,2020.0,17743.0,Chemicals,NULL
OC_ACTOR_17228,17500000000.0,2021.0,19081.0,,NULL
OC_ACTOR_17264,10400000000.0,2020.0,17700.0,Food & beverage processing,NULL
OC_ACTOR_17267,25999999000.0,2021.0,80000.0,,NULL
OC_ACTOR_17268,8099999700.0,2020.0,25869.0,,NULL
OC_ACTOR_17284,4829000000.0,2020.0,11081.0,,NULL
OC_ACTOR_17304,7900000300.0,2021.0,17000.0,Electrical & electronic equipment,NULL
OC_ACTOR_17312,4600000000.0,2020.0,14866.0,Fish & animal farming,NULL
OC_ACTOR_17325,1600000000.0,2022.0,3396.0,,NULL
OC_ACTOR_17335,10500000000.0,2021.0,18931.0,,NULL
OC_ACTOR_17358,14000000000.0,,77571.0,,NULL
OC_ACTOR_17417,4600000000.0,2018.0,4361.0,,NULL
OC_ACTOR_17428,19279999000.0,2020.0,,Energy utility networks,NULL
OC_ACTOR_17449,24200000000.0,2020.0,11847.0,,NULL
OC_ACTOR_17463,28000000000.0,2020.0,110595.0,IT & software development,NULL
OC_ACTOR_17487,93400000000.0,2020.0,291000.0,,NULL
OC_ACTOR_17499,5600000000.0,,10500.0,,NULL
OC_ACTOR_17500,21400000000.0,2021.0,8600.0,,NULL
OC_ACTOR_17532,7600000000.0,2021.0,45000.0,,NULL
OC_ACTOR_17541,9700000000.0,2020.0,31600.0,,NULL
OC_ACTOR_17544,10074000000.0,2020.0,28000.0,Print & publishing services,NULL
OC_ACTOR_17553,5400000000.0,2021.0,28545.0,,NULL
OC_ACTOR_17572,39117000000.0,2021.0,76700.0,Textiles & fabric goods,NULL
OC_ACTOR_17581,6300000300.0,,25970.0,,NULL
OC_ACTOR_17583,109600000000.0,2021.0,303351.0,,NULL
OC_ACTOR_17589,96300000000.0,2021.0,140564.0,,NULL
OC_ACTOR_17604,26096001000.0,2020.0,98322.0,,NULL
OC_ACTOR_17611,4899999700.0,2021.0,,,NULL
OC_ACTOR_17623,15500000000.0,,68000.0,,NULL
OC_ACTOR_17671,48600000000.0,2021.0,103914.0,Biotech & pharma,NULL
OC_ACTOR_17679,18300000000.0,2021.0,43258.0,Biotech & pharma,NULL
OC_ACTOR_17681,2200000000.0,2020.0,6125.0,Chemicals,NULL
OC_ACTOR_17687,9871000000.0,2019.0,4577.0,,NULL
OC_ACTOR_17704,20000000000.0,2021.0,22300.0,,NULL
OC_ACTOR_17732,18500000000.0,2020.0,14400.0,,NULL
OC_ACTOR_17786,586000000.0,,2248.0,,NULL
OC_ACTOR_17787,24185000000.0,2020.0,87600.0,"Trading, wholesale, distribution, rental & leasing",NULL
OC_ACTOR_17788,12199999000.0,2022.0,28313.0,,NULL
OC_ACTOR_17803,7400000000.0,2021.0,35124.0,,NULL
OC_ACTOR_17811,26300000000.0,2020.0,19845.0,Oil & gas processing,NULL
OC_ACTOR_17848,2667000000.0,2020.0,3555.0,Biotech & pharma,NULL
OC_ACTOR_17880,39800000000.0,2021.0,136000.0,,NULL
OC_ACTOR_17881,47275000000.0,2019.0,146768.0,,NULL
OC_ACTOR_17903,9600000000.0,2020.0,5360.0,,NULL
OC_ACTOR_17907,5000000000.0,2021.0,18348.0,,NULL
OC_ACTOR_17911,8999999000.0,2020.0,,,NULL
OC_ACTOR_17930,12800000000.0,,32992.0,,NULL
OC_ACTOR_17949,11100000000.0,2021.0,49500.0,,NULL
OC_ACTOR_17974,24300000000.0,2021.0,27000.0,,NULL
OC_ACTOR_18004,3100000000.0,2021.0,7014.0,,NULL
OC_ACTOR_18007,70400000000.0,2021.0,271869.0,Electrical & electronic equipment,NULL
OC_ACTOR_18109,67161000000.0,2021.0,267000.0,Food & beverage processing,NULL
OC_ACTOR_18124,10599999000.0,2021.0,19140.0,Food & beverage processing,NULL
OC_ACTOR_18126,4700000300.0,2021.0,5285.0,,NULL
OC_ACTOR_18138,78900000000.0,,57983.0,,NULL
OC_ACTOR_18141,50700000000.0,2022.0,88300.0,Biotech & pharma,NULL
OC_ACTOR_18142,17100000000.0,2020.0,23000.0,Energy utility networks,NULL
OC_ACTOR_18151,28000000000.0,2020.0,,Tobacco,NULL
OC_ACTOR_18153,21805000000.0,2021.0,80495.0,Medical equipment & supplies,NULL
OC_ACTOR_18157,6315456.0,2020.0,,,NULL
OC_ACTOR_18188,6000000000.0,2020.0,31575.0,,NULL
OC_ACTOR_18199,14800000000.0,,,,NULL
OC_ACTOR_18292,36700000000.0,,118523.0,Intermodal transport & logistics,NULL
OC_ACTOR_18365,70300000000.0,2021.0,97000.0,,NULL
OC_ACTOR_18420,12900000000.0,,28714.0,Electrical & electronic equipment,NULL
OC_ACTOR_18438,71500000000.0,2020.0,,,NULL
OC_ACTOR_18439,13300000000.0,2020.0,,,NULL
OC_ACTOR_18443,9500000000.0,2021.0,7130.0,,NULL
OC_ACTOR_18444,12300000000.0,2019.0,75588.0,,NULL
OC_ACTOR_18483,9900000000.0,2019.0,21500.0,,NULL
OC_ACTOR_18518,24700000000.0,2021.0,37000.0,,NULL
OC_ACTOR_18582,11600000000.0,,20053.0,,NULL
OC_ACTOR_18583,6159800.0,2020.0,24900.0,,NULL
OC_ACTOR_18590,26500000000.0,,37930.0,,NULL
OC_ACTOR_18638,16000000000.0,2021.0,43500.0,Chemicals,NULL
OC_ACTOR_18658,2200000000.0,2019.0,2056.0,,NULL
OC_ACTOR_18712,84799996000.0,2021.0,194056.0,,NULL
OC_ACTOR_18715,10000000000.0,2021.0,33200.0,,NULL
OC_ACTOR_18722,62200000000.0,2021.0,179565.0,,NULL
OC_ACTOR_18739,55199998000.0,2020.0,24634.0,Oil & gas processing,NULL
OC_ACTOR_18741,10300000000.0,,36000.0,Non-energy utilities,NULL
OC_ACTOR_18759,5600000000.0,2021.0,6300.0,,NULL
OC_ACTOR_18785,15399999000.0,,27000.0,"Trading, wholesale, distribution, rental & leasing",NULL
OC_ACTOR_18797,18509000000.0,2021.0,92663.0,Electrical & electronic equipment,NULL
OC_ACTOR_18812,43200000000.0,2020.0,46007.0,,NULL
OC_ACTOR_18865,21161000000.0,2021.0,50000.0,,NULL
OC_ACTOR_18900,421105000000.0,2020.0,,Oil & gas processing,NULL
OC_ACTOR_18938,14700000000.0,2021.0,19792.0,Energy utility networks,NULL
OC_ACTOR_18947,6899999700.0,2021.0,22500.0,Specialized professional services,NULL
OC_ACTOR_18969,2528000000.0,2018.0,6323.0,,NULL
OC_ACTOR_18974,28100000000.0,2020.0,95443.0,Powered machinery,NULL
OC_ACTOR_18985,47650000000.0,2020.0,170639.0,,NULL
OC_ACTOR_18996,17100000000.0,2022.0,49000.0,,NULL
OC_ACTOR_19034,10599999000.0,,40235.0,,NULL
OC_ACTOR_19036,40400000000.0,2020.0,100409.0,,NULL
OC_ACTOR_19050,30839000000.0,2022.0,100330.0,IT & software development,NULL
OC_ACTOR_19066,13799999000.0,2021.0,31429.0,Chemicals,NULL
OC_ACTOR_19074,329800000000.0,2021.0,69867.0,,NULL
OC_ACTOR_19075,14599999000.0,2019.0,,,NULL
OC_ACTOR_19106,11300000000.0,2020.0,66306.0,,NULL
OC_ACTOR_19108,30397000000.0,2020.0,135307.0,,NULL
OC_ACTOR_19146,10400000000.0,,40500.0,,NULL
OC_ACTOR_19160,,,,,NULL
OC_ACTOR_19179,10400000000.0,2020.0,,,NULL
OC_ACTOR_19180,22100000000.0,2021.0,27397.0,Construction,NULL
OC_ACTOR_19219,3700000000.0,2021.0,10371.0,,NULL
OC_ACTOR_19231,61000000000.0,2020.0,53993.0,,NULL
OC_ACTOR_19239,6600000000.0,2018.0,92661.0,,NULL
OC_ACTOR_19248,21900000000.0,2020.0,54156.0,,NULL
OC_ACTOR_19265,16100000000.0,2021.0,16184.0,Construction,NULL
OC_ACTOR_19269,3200000000.0,,5233.0,,NULL
OC_ACTOR_19271,10400000000.0,2020.0,40000.0,Chemicals,NULL
OC_ACTOR_19288,13900000000.0,2020.0,,,NULL
OC_ACTOR_19298,97937000000.0,2021.0,385000.0,,NULL
OC_ACTOR_19345,12500000000.0,2020.0,25000.0,,NULL
OC_ACTOR_19364,23200000000.0,2021.0,28244.0,Electrical & electronic equipment,NULL
OC_ACTOR_19368,15200000000.0,,5425.0,,NULL
OC_ACTOR_19371,18370000000.0,2021.0,33585.0,Construction,NULL
OC_ACTOR_19373,8900000000.0,2020.0,43360.0,,NULL
OC_ACTOR_19436,10100000000.0,,46000.0,,NULL
OC_ACTOR_19438,2900000000.0,,3016.0,,NULL
OC_ACTOR_19439,1900000000.0,2021.0,3195.0,,NULL
OC_ACTOR_19474,25157000000.0,2020.0,470237.0,"Bars, hotels & restaurants",NULL
OC_ACTOR_19523,12600001000.0,2020.0,24155.0,Chemicals,NULL
OC_ACTOR_19533,75900000000.0,2020.0,114000.0,,NULL
OC_ACTOR_19600,2400000000.0,,5800.0,,NULL
OC_ACTOR_19606,7600000000.0,,2960.0,,NULL
OC_ACTOR_19629,8600001000.0,2022.0,21000.0,Renewable power generation,NULL
OC_ACTOR_19641,14200001000.0,2020.0,59438.0,,NULL
OC_ACTOR_19646,16447800000.0,2020.0,,,NULL
OC_ACTOR_19673,121100000000.0,,191752.0,,NULL
OC_ACTOR_19691,9700000000.0,2021.0,45554.0,,NULL
